"gut_r1"	"gut_r2"	"gut_r3"	"duct_r1"	"duct_r2"	"duct_r3"	"node_r1"	"node_r2"	"node_r3"
"ENSMUSG00000025816"	75.85	89.39	90.63	193.7	207.59	196.36	153.75	170.03	190.61
"ENSMUSG00000025821"	768.69	1173.77	990.68	243.11	519.45	175.21	382.98	271.72	116.68
"ENSMUSG00000025825"	2208.01	2327.33	2229.73	8660.2	13723.87	12573.81	39926.16	18002.41	17251.25
"ENSMUSG00000025854"	26.83	9.33	6.92	625.81	1136.41	518.84	164	239.99	314.42
"ENSMUSG00000025856"	13.88	28.76	21.45	154.49	219.17	165.4	2166.51	372.59	236.04
"ENSMUSG00000025858"	1363.47	1643.28	1373.26	2569.91	2377.1	2861.56	4125.22	1871.91	1780.53
"ENSMUSG00000025875"	85.1	150.8	98.93	249.38	452.83	264.33	535.8	319.71	264.54
"ENSMUSG00000025877"	1018.44	1234.4	1002.45	338	519.45	169.17	303.78	356.32	204.86
"ENSMUSG00000025880"	2741.74	2285.35	1763.45	1124.58	1015.72	841.33	445.42	1252.82	1134.76
"ENSMUSG00000025887"	13.88	11.66	56.73	0.78	3.86	3.02	0.93	1.63	8.02
"ENSMUSG00000025888"	2264.43	2621.16	2731.3	1500.22	1528.41	1405.48	1745.32	2959.59	3277.81
"ENSMUSG00000025893"	109.15	78.51	80.25	267.42	438.34	604.18	1113.54	466.15	482.76
"ENSMUSG00000025930"	15.73	13.99	14.53	334.86	125.52	409.33	211.53	93.55	73.93
"ENSMUSG00000025936"	24.05	20.99	11.07	558.37	585.1	407.82	66.16	299.38	334.02
"ENSMUSG00000025938"	66.6	67.63	156.35	2744	2644.55	1853.33	4905.16	8584.28	9295.44
"ENSMUSG00000025950"	419.03	418.2	385.34	1832.73	2315.31	1449.28	4841.79	3747.89	4461.56
"ENSMUSG00000025964"	1391.22	1218.85	1696.34	5894.24	6410.07	4188.5	6036.4	8799.86	7864.07
"ENSMUSG00000025969"	210.9	105.72	193.02	1115.17	1811.31	945.55	174.25	1812.53	2327.42
"ENSMUSG00000025977"	0	1.55	0	21.96	17.38	23.41	3.73	64.27	34.74
"ENSMUSG00000025995"	1117.42	871.39	1088.23	474.46	487.59	429.73	247.87	373.41	390.13
"ENSMUSG00000026000"	713.19	878.38	812.89	1160.65	1207.86	1153.23	1388.43	1202.38	1102.7
"ENSMUSG00000026005"	1670.57	1397.64	1362.88	1020.28	945.24	740.12	815.35	769.59	832.81
"ENSMUSG00000026009"	48.1	79.29	98.93	661.1	861.24	799.79	2563.47	1011.21	1336.95
"ENSMUSG00000026011"	1053.59	820.86	905.59	3277.28	1099.72	4799.48	703.53	892.43	760.67
"ENSMUSG00000026012"	304.33	164.79	263.58	397.6	609.24	802.81	609.42	524.72	611.03
"ENSMUSG00000026020"	4509.44	3396.15	4002.86	1668.05	1785.24	1978.7	886.17	1120.22	856.86
"ENSMUSG00000026021"	3519.68	3426.47	3333.88	4836.32	5903.17	6931.49	8016.54	5444.9	5729.04
"ENSMUSG00000026029"	3195	3120.98	3594	2018.6	1854.76	1585.23	1195.54	1723.85	1721.74
"ENSMUSG00000026032"	486.56	456.29	440	810.1	1008.97	1785.36	778.08	484.05	505.03
"ENSMUSG00000026036"	633.63	746.24	608.8	319.18	334.07	391.96	203.14	183.04	156.76
"ENSMUSG00000026043"	2417.06	2667.02	3624.44	345.06	725.1	1103.39	464.05	559.7	1130.31
"ENSMUSG00000026078"	3562.23	3325.42	3008.03	1290.83	1624	1590.51	2290.44	1178.79	1289.75
"ENSMUSG00000026080"	254.38	171.79	120.38	772.46	794.62	626.84	257.19	701.26	552.24
"ENSMUSG00000026116"	4522.39	3761.5	4858.64	1692.36	1719.59	1284.64	820.94	2253.45	2500.22
"ENSMUSG00000026117"	19.43	20.21	15.91	118.42	226.9	100.45	749.19	312.39	309.08
"ENSMUSG00000026131"	39.78	114.27	83.02	153.71	231.72	135.19	283.28	95.18	189.72
"ENSMUSG00000026135"	321.9	296.94	250.44	169.39	203.72	111.77	137.91	259.51	128.26
"ENSMUSG00000026142"	701.16	720.58	1085.46	476.02	234.62	248.47	423.98	546.69	791.84
"ENSMUSG00000026149"	27.75	20.21	52.58	0	0	0	0	0	0
"ENSMUSG00000026153"	241.43	140.7	224.84	53.33	72.41	49.85	19.57	65.9	85.51
"ENSMUSG00000026158"	2506.79	2651.47	2445.58	5339.01	6460.28	4577.44	18367.32	14692.19	15650.65
"ENSMUSG00000026162"	84.18	75.4	60.19	138.02	136.14	207.69	283.28	135.86	107.78
"ENSMUSG00000026176"	140.6	192	125.91	225.07	434.48	558.87	369.94	178.97	195.07
"ENSMUSG00000026177"	86.03	60.63	27.67	916.76	1296.69	1079.98	603.83	323.78	373.21
"ENSMUSG00000026179"	153.55	208.32	187.48	1222.61	1071.72	980.29	2774.06	1749.07	1566.76
"ENSMUSG00000026185"	39.78	83.95	43.58	2.35	3.86	27.19	61.5	8.14	18.7
"ENSMUSG00000026197"	751.11	809.2	837.79	1583.35	1792	1342.8	2946.45	1862.15	1580.12
"ENSMUSG00000026202"	964.79	831.74	808.74	3536.07	3393.79	3437.8	2952.04	1854.83	1894.54
"ENSMUSG00000026203"	683.58	324.15	404.02	1987.23	3297.24	1716.64	4242.63	3149.95	3261.78
"ENSMUSG00000026219"	2657.56	2232.49	3267.46	1693.93	1497.52	1708.33	2799.22	2731.8	3142.42
"ENSMUSG00000026234"	12600.53	12824.39	11993.37	10268.64	7983.86	7254.73	10080.55	8308.49	7338.55
"ENSMUSG00000026239"	393.13	607.09	570.06	873.63	1500.41	1143.42	3202.7	1538.37	1388.62
"ENSMUSG00000026245"	1632.65	1719.45	1952.31	1169.28	785.93	1118.49	523.69	594.68	618.15
"ENSMUSG00000026247"	4.63	0	0	50.19	39.59	56.64	49.39	26.85	6.23
"ENSMUSG00000026248"	188.7	192	122.45	265.85	304.14	403.29	595.44	284.73	211.99
"ENSMUSG00000026253"	1.85	2.33	5.53	34.51	39.59	16.62	26.09	48	24.94
"ENSMUSG00000026270"	670.63	566.67	493.27	375.64	352.41	269.62	611.28	352.25	319.76
"ENSMUSG00000026285"	41.63	10.11	3.46	135.67	432.55	135.94	244.14	323.78	239.6
"ENSMUSG00000026288"	9491.56	9242.45	9965.65	4396.37	3033.66	2649.34	1692.21	3567.29	3760.57
"ENSMUSG00000026305"	14322.91	9408.02	10915.52	7438.38	6010.35	5503.35	4345.13	6499.22	8127.72
"ENSMUSG00000026313"	666.93	915.69	776.22	383.49	393.93	312.66	318.69	258.7	187.94
"ENSMUSG00000026317"	1973.05	2129.11	1915.65	961.46	965.52	547.54	104.37	109.83	52.55
"ENSMUSG00000026339"	617.91	573.67	612.95	368.59	251.03	235.63	437.96	379.91	440.01
"ENSMUSG00000026343"	4.63	8.55	24.91	0.78	0.97	0	0	0	0
"ENSMUSG00000026347"	37	27.21	44.97	326.24	126.48	472.02	16.77	61.01	64.13
"ENSMUSG00000026356"	2958.19	2870.68	2577.03	2221.71	1565.1	1490.82	1039.92	1331.73	1237.19
"ENSMUSG00000026358"	176564.69	140810.2	136834.18	33373.49	30992.15	23069.98	28245.66	69342.1	68871.4
"ENSMUSG00000026365"	1010.11	800.65	1611.25	116.85	78.21	24.17	16.77	21.97	19.6
"ENSMUSG00000026385"	900.04	1125.57	933.26	1540.22	1657.79	3472.54	2379.9	1147.88	1027.88
"ENSMUSG00000026388"	19.43	25.65	34.59	44.7	48.28	114.04	59.64	14.64	41.86
"ENSMUSG00000026390"	0.93	1.55	1.38	165.47	329.24	55.13	20.5	398.63	565.6
"ENSMUSG00000026399"	64.75	89.39	142.51	467.4	250.07	558.11	482.69	299.38	282.35
"ENSMUSG00000026405"	12.03	13.21	13.84	0	0	0	0	0	0
"ENSMUSG00000026414"	8.33	8.55	2.77	103.52	90.76	132.17	287.94	985.99	1193.55
"ENSMUSG00000026417"	270.1	244.86	586.66	34.51	28.97	30.21	69.89	18.71	19.6
"ENSMUSG00000026418"	0	0.78	5.53	37.64	34.76	72.5	21.43	109.01	111.34
"ENSMUSG00000026430"	5059.82	6529.57	5941.34	3257.67	3731.73	1458.35	1257.97	1770.22	1854.46
"ENSMUSG00000026433"	404.23	421.31	423.39	1133.99	1171.17	1793.67	1513.29	1015.27	1059.05
"ENSMUSG00000026455"	47.18	20.99	22.14	198.41	90.76	196.36	82.93	47.18	129.15
"ENSMUSG00000026458"	4206.96	5141.26	4806.76	1208.49	1889.52	526.39	269.3	224.53	149.64
"ENSMUSG00000026463"	40.7	32.65	51.89	162.33	176.69	166.91	164.93	109.01	131.82
"ENSMUSG00000026470"	1262.64	1270.93	1214.14	2271.12	2915.86	1622.23	4026.44	3544.51	3367.77
"ENSMUSG00000026475"	3.7	27.21	24.21	188.21	81.1	186.54	0.93	200.94	216.44
"ENSMUSG00000026489"	720.59	728.36	796.98	1633.54	1957.1	1298.24	1449.93	1295.94	1577.45
"ENSMUSG00000026496"	3710.23	4175.04	4540.41	2950.26	1808.41	1493.09	1045.51	2166.41	1834.86
"ENSMUSG00000026510"	664.16	506.04	585.97	326.24	230.76	262.06	327.07	492.99	382.11
"ENSMUSG00000026519"	136.9	152.36	259.43	480.73	521.38	543.01	618.74	319.71	400.82
"ENSMUSG00000026526"	2841.64	3143.52	2926.39	1812.34	1763.04	1709.08	1230.95	1012.83	889.82
"ENSMUSG00000026554"	3304.15	3087.55	2907.72	2433.45	1997.66	1651.69	2146.01	3446.08	2600.87
"ENSMUSG00000026558"	3758.33	3662.78	3309.66	6366.34	4958.9	6220.82	1345.56	1722.22	1532.91
"ENSMUSG00000026566"	94.35	95.61	64.34	163.12	277.1	152.56	192.89	292.87	230.69
"ENSMUSG00000026571"	158.18	103.38	141.13	105.87	61.79	43.05	126.73	136.67	215.55
"ENSMUSG00000026573"	17.58	19.43	27.67	233.7	260.69	191.83	299.12	139.11	124.7
"ENSMUSG00000026574"	52.73	87.84	145.97	6.27	0	0	0.93	1.63	1.78
"ENSMUSG00000026576"	124.88	64.52	146.67	1164.57	694.21	1468.92	191.03	560.52	430.21
"ENSMUSG00000026578"	323.75	395.66	458.68	210.96	296.41	172.95	191.03	177.35	232.48
"ENSMUSG00000026581"	31.45	31.09	67.11	1179.47	1043.72	1035.42	2044.44	1496.88	1361.89
"ENSMUSG00000026594"	467.13	343.58	375.66	1642.17	733.79	1583.72	428.64	775.29	578.96
"ENSMUSG00000026600"	5840.53	4114.41	4809.53	1373.96	1203.03	996.15	441.69	1224.35	1018.97
"ENSMUSG00000026603"	367.23	429.86	336.22	200.76	104.28	194.85	409.07	159.45	207.54
"ENSMUSG00000026604"	3.7	15.55	5.53	13.33	56	37.01	20.5	89.49	82.84
"ENSMUSG00000026616"	19.43	0.78	6.92	335.65	100.41	153.31	141.64	489.74	408.84
"ENSMUSG00000026618"	1503.15	1190.87	1326.22	1130.07	534.9	366.29	760.37	767.96	779.37
"ENSMUSG00000026623"	1594.72	1462.93	1423.76	1003.81	823.59	831.51	742.67	868.03	1059.05
"ENSMUSG00000026638"	347.8	215.32	297.48	17.25	2.9	35.5	78.27	39.86	39.19
"ENSMUSG00000026639"	61.05	67.63	51.19	145.87	229.79	178.23	319.62	109.83	117.57
"ENSMUSG00000026656"	640.11	708.92	799.05	1562.18	3154.35	2412.96	289.8	329.48	312.64
"ENSMUSG00000026663"	3423.47	2990.39	3143.63	1849.2	1157.66	1140.4	399.76	1173.1	1051.04
"ENSMUSG00000026667"	2010.05	1139.57	1553.13	1050.08	611.17	655.54	898.29	1529.42	1564.98
"ENSMUSG00000026670"	3116.37	1916.12	3053.69	8720.58	10609.11	8201.79	10088	20290.84	22177.76
"ENSMUSG00000026675"	877.84	663.84	381.88	198.41	171.86	206.93	390.44	430.35	699.21
"ENSMUSG00000026678"	28.68	64.52	26.98	0	0	0.76	0	0	0
"ENSMUSG00000026687"	3043.29	3142.74	2617.84	2231.9	1821.93	1847.29	1646.55	1298.38	1609.51
"ENSMUSG00000026700"	62.9	23.32	6.92	174.1	280.97	323.99	100.64	215.58	295.72
"ENSMUSG00000026705"	529.11	492.05	442.07	266.64	260.69	237.14	191.96	351.44	349.16
"ENSMUSG00000026715"	10.18	3.11	4.84	193.7	199.86	478.06	1810.55	612.58	686.74
"ENSMUSG00000026727"	3466.02	4114.41	4395.13	2771.45	2849.24	2961.25	2897.99	3463.16	3979.69
"ENSMUSG00000026729"	14.8	13.99	9.69	37.64	28	46.07	27.02	66.71	49.88
"ENSMUSG00000026730"	260.85	316.37	211	39.21	59.86	26.43	13.05	19.52	10.69
"ENSMUSG00000026755"	1650.22	1823.62	1879.67	3198.07	2546.07	3866.02	4340.47	3251.64	2883.22
"ENSMUSG00000026770"	27.75	9.33	58.11	475.24	644	188.05	327.07	981.11	1058.16
"ENSMUSG00000026773"	1351.44	1519.68	1789.74	6104.41	7277.11	4310.09	24237.86	25888.68	25466.26
"ENSMUSG00000026778"	11.1	14.77	15.91	132.53	103.31	83.83	504.12	398.63	482.76
"ENSMUSG00000026785"	419.03	574.45	467.67	159.98	285.79	92.14	105.3	362.02	155.87
"ENSMUSG00000026786"	1577.15	1701.58	1561.44	825.79	840.97	870.02	629.92	1077.92	955.73
"ENSMUSG00000026796"	238.65	206.77	130.75	924.6	634.35	382.15	94.11	114.71	227.13
"ENSMUSG00000026797"	52.73	130.59	131.45	418.78	381.38	284.72	1199.27	1011.21	964.64
"ENSMUSG00000026799"	987.91	1168.33	1041.19	616.4	606.35	818.67	709.12	492.18	521.06
"ENSMUSG00000026806"	391.28	401.1	378.42	201.55	119.72	136.7	70.82	246.5	206.64
"ENSMUSG00000026807"	0.93	3.89	0	31.37	28	37.01	24.23	9.76	0
"ENSMUSG00000026809"	4.63	3.89	4.15	39.21	41.52	115.55	20.5	9.76	5.34
"ENSMUSG00000026810"	854.71	926.58	913.2	1070.47	1438.62	1968.13	1660.52	1180.42	1026.1
"ENSMUSG00000026811"	452.33	380.89	246.29	958.32	1357.52	839.06	1172.24	1360.21	1198.89
"ENSMUSG00000026814"	29.6	73.07	51.19	66.66	196	84.59	118.34	66.71	63.24
"ENSMUSG00000026815"	0	0	0	43.13	35.72	42.29	24.23	30.91	0
"ENSMUSG00000026842"	2125.68	2147.76	2106.59	721.49	696.14	309.64	291.66	749.25	900.51
"ENSMUSG00000026851"	1772.33	1602.08	1665.9	2108	3168.83	2779.24	2796.42	2065.53	1829.52
"ENSMUSG00000026873"	579.98	577.56	554.84	292.52	274.21	206.93	80.14	235.92	190.61
"ENSMUSG00000026875"	9263.08	7002.97	8306.67	25145.4	33338.35	20845.08	39780.8	49255.45	49849.42
"ENSMUSG00000026879"	59349.78	64200.45	55278.41	8578.64	8367.17	4141.68	4770.97	4206.72	4366.26
"ENSMUSG00000026893"	346.88	308.6	397.8	1217.9	1451.17	1064.12	5030.96	3668.98	4732.34
"ENSMUSG00000026896"	1906.45	1630.06	1524.77	642.28	546.48	418.4	528.35	1180.42	1341.41
"ENSMUSG00000026915"	3697.28	3021.48	3524.13	2315.03	1265.79	1257.46	2755.42	3296.39	3711.58
"ENSMUSG00000026922"	23.13	60.63	83.02	240.76	413.24	341.36	102.5	64.27	48.99
"ENSMUSG00000026924"	1762.15	1876.47	2124.58	1163.79	672.97	780.91	577.74	1314.65	1260.35
"ENSMUSG00000026928"	685.43	473.39	558.99	181.16	288.69	150.29	178.91	314.83	514.83
"ENSMUSG00000026930"	626.23	812.31	650.31	381.92	308.97	135.94	295.39	554.82	575.4
"ENSMUSG00000026932"	86.95	93.28	161.89	346.63	282.9	558.87	519.03	305.07	158.55
"ENSMUSG00000026938"	0.93	3.11	0	33.72	34.76	19.64	0	25.22	14.25
"ENSMUSG00000026942"	1483.72	1337.01	1304.77	2930.65	3647.73	1893.36	4226.79	4872.18	4445.53
"ENSMUSG00000026956"	595.71	688.71	778.3	1411.61	2048.83	1603.35	1249.59	964.84	937.03
"ENSMUSG00000026972"	2530.84	3018.37	3100.04	4972.77	6534.62	4492.1	15181.39	9828.96	9667.76
"ENSMUSG00000026981"	630.86	401.88	374.97	4201.09	6094.35	4937.69	207.8	1856.46	2225.88
"ENSMUSG00000026988"	435.68	411.98	473.2	345.84	255.86	132.17	498.53	382.35	314.42
"ENSMUSG00000026989"	2.78	1.55	0	14.12	52.14	46.82	177.98	80.54	40.97
"ENSMUSG00000026999"	164.65	160.13	131.45	228.99	214.34	216	154.68	143.99	158.55
"ENSMUSG00000027012"	1073.02	981.77	992.07	693.26	596.69	601.16	1025.01	826.54	945.93
"ENSMUSG00000027014"	921.31	545.69	834.33	441.52	305.1	197.87	473.37	425.47	499.69
"ENSMUSG00000027015"	0	0.78	0	16.47	12.55	30.96	1.86	0	8.02
"ENSMUSG00000027067"	5441.85	5343.37	5052.35	4662.22	2857.93	2883.46	3195.25	3306.96	2690.83
"ENSMUSG00000027068"	78.63	99.5	271.88	34.51	29.93	6.8	33.55	26.03	32.07
"ENSMUSG00000027072"	0.93	4.66	0	243.89	419.03	602.67	27.02	39.05	67.69
"ENSMUSG00000027078"	909.29	984.88	1214.14	4747.7	6193.79	4722.45	26900.1	15843.32	18305.85
"ENSMUSG00000027079"	741.86	659.18	579.74	1404.55	1500.41	1384.33	933.69	1298.38	1499.06
"ENSMUSG00000027111"	34.23	83.17	86.48	194.49	171.86	185.79	309.37	261.14	331.34
"ENSMUSG00000027131"	831.59	854.29	947.79	1343.38	1569.93	1819.35	2397.6	1008.77	1002.94
"ENSMUSG00000027134"	1602.12	2121.33	1647.91	808.54	1111.31	831.51	1291.52	942.06	801.64
"ENSMUSG00000027173"	179.45	187.34	156.35	495.63	557.1	398.76	1230.02	1034.8	941.48
"ENSMUSG00000027175"	111	160.13	148.05	285.46	432.55	376.1	657.87	233.48	245.84
"ENSMUSG00000027185"	752.96	709.7	819.81	317.61	305.1	314.93	188.23	361.2	344.7
"ENSMUSG00000027193"	6535.22	4877.75	5513.11	4357.94	2373.24	1755.15	1744.39	4201.84	4796.47
"ENSMUSG00000027195"	2852.74	2527.1	2586.71	1409.25	1469.52	1564.08	809.76	1182.86	1312.01
"ENSMUSG00000027198"	2209.86	2283.02	2164.01	1734.71	1933.93	920.62	1372.59	1772.66	1502.63
"ENSMUSG00000027199"	2071.1	2370.08	2296.84	954.4	808.14	904.01	775.28	608.51	812.33
"ENSMUSG00000027200"	159.1	143.03	255.97	1074.39	1501.38	799.03	3042.43	6118.49	8308.53
"ENSMUSG00000027219"	19.43	19.43	40.13	279.18	139.03	375.35	339.19	358.76	187.05
"ENSMUSG00000027221"	0	4.66	0	65.09	51.17	21.15	1.86	43.12	39.19
"ENSMUSG00000027222"	771.46	750.9	830.18	2147.99	2735.31	2215.84	3479.46	2120.85	1986.28
"ENSMUSG00000027223"	9.25	8.55	2.08	59.6	18.34	24.17	43.8	37.42	7.13
"ENSMUSG00000027239"	12.95	10.88	8.3	443.09	540.69	709.92	783.67	414.08	456.93
"ENSMUSG00000027249"	0	0.78	0	11.76	0.97	130.65	64.3	38.24	50.77
"ENSMUSG00000027274"	9.25	34.2	31.82	49.41	49.24	80.81	90.39	92.74	86.4
"ENSMUSG00000027281"	256.23	203.66	333.46	157.63	153.52	186.54	306.57	332.73	374.99
"ENSMUSG00000027293"	551.31	635.08	662.07	2222.49	1821.93	2117.66	840.51	907.08	615.48
"ENSMUSG00000027312"	357.98	197.44	345.22	169.39	118.76	104.22	70.82	212.33	212.88
"ENSMUSG00000027315"	12504.33	14490.21	12110.98	1715.88	1995.72	887.39	4613.5	3958.59	3503.16
"ENSMUSG00000027326"	1115.57	893.93	1161.56	630.52	190.21	447.85	115.55	289.61	231.58
"ENSMUSG00000027327"	328.38	330.37	301.63	467.4	572.55	580.77	394.16	262.77	247.62
"ENSMUSG00000027330"	430.13	284.5	543.77	3276.49	1223.31	2539.84	475.23	639.43	471.19
"ENSMUSG00000027344"	31.45	33.43	22.14	10.98	0	0	19.57	8.95	10.69
"ENSMUSG00000027347"	172.98	67.63	112.07	1118.31	929.79	556.6	278.62	1373.22	1372.58
"ENSMUSG00000027349"	45.33	57.52	75.41	139.59	182.48	308.89	166.8	142.37	95.31
"ENSMUSG00000027361"	1834.3	1113.91	1287.48	2466.39	2673.52	2017.22	1949.39	2588.62	3308.09
"ENSMUSG00000027363"	3210.72	2113.56	2696.02	1625.7	914.35	915.34	1752.77	2072.85	2186.69
"ENSMUSG00000027379"	1228.42	985.65	1093.77	584.25	146.76	239.41	68.96	327.04	188.83
"ENSMUSG00000027386"	33.3	25.65	14.53	0	0	0	0.93	0.81	0.89
"ENSMUSG00000027395"	569.81	531.69	422.01	272.13	86.9	219.02	299.12	164.33	144.29
"ENSMUSG00000027399"	4452.09	2998.94	3993.18	381.13	463.45	206.18	12.11	67.52	49.88
"ENSMUSG00000027423"	6449.19	6184.44	5972.47	4648.1	4059.04	4376.55	3687.26	3351.71	3150.44
"ENSMUSG00000027425"	733.54	599.32	531.32	396.82	323.45	151.8	171.46	318.09	161.22
"ENSMUSG00000027439"	395.91	389.44	235.22	154.49	235.59	149.54	482.69	371.78	409.73
"ENSMUSG00000027456"	73.08	75.4	113.46	245.46	211.45	224.3	174.25	103.32	186.16
"ENSMUSG00000027460"	333	397.99	238.68	3.92	0	1.51	0.93	5.69	12.47
"ENSMUSG00000027463"	1963.8	1663.49	1892.12	85.48	191.17	28.7	219.91	356.32	425.76
"ENSMUSG00000027478"	125.8	145.36	206.85	39.21	56.97	29.45	58.71	52.07	63.24
"ENSMUSG00000027489"	33.3	30.32	38.05	5.49	0	0.76	0	14.64	0.89
"ENSMUSG00000027490"	1330.17	1375.1	1289.55	792.07	547.45	839.06	309.37	474.28	277.01
"ENSMUSG00000027495"	241.43	225.43	273.96	377.21	649.79	327.77	640.17	577.6	503.25
"ENSMUSG00000027508"	204.43	134.48	154.28	403.88	481.79	642.7	185.43	296.94	289.48
"ENSMUSG00000027520"	0.93	0.78	0	104.3	135.17	93.65	12.11	23.59	37.41
"ENSMUSG00000027533"	335.78	223.87	244.9	8375.53	13819.45	11705.3	2540.17	9357.12	9524.35
"ENSMUSG00000027544"	1768.63	1757.54	1923.95	672.08	448	240.92	129.52	292.87	192.39
"ENSMUSG00000027551"	307.1	347.47	358.36	669.73	928.83	326.26	475.23	540.18	382.11
"ENSMUSG00000027555"	33.3	13.99	24.21	160.77	214.34	199.38	512.51	418.96	412.4
"ENSMUSG00000027562"	765.91	613.31	567.98	2919.67	3189.1	2238.5	2296.96	13902.26	14173.85
"ENSMUSG00000027580"	462.51	441.52	570.06	923.03	1391.31	1108.68	1808.68	1361.02	1562.3
"ENSMUSG00000027596"	26.83	11.66	12.45	57.25	36.69	108.75	4.66	4.07	0.89
"ENSMUSG00000027598"	7500.01	4656.98	7340.89	2084.47	1202.07	713.69	746.4	2037.06	2203.61
"ENSMUSG00000027615"	3897.08	3631.69	4829.59	1146.54	817.79	617.02	251.59	523.91	473.86
"ENSMUSG00000027624"	11.1	11.66	5.53	20.39	48.28	27.19	22.36	59.39	41.86
"ENSMUSG00000027628"	427.36	364.57	341.76	633.65	914.35	534.7	614.08	555.63	783.82
"ENSMUSG00000027630"	2257.96	2186.63	2540.36	1318.28	1289.93	1197.04	740.81	1561.96	1946.2
"ENSMUSG00000027634"	1136.84	1193.98	1115.9	677.57	539.72	539.23	659.74	641.05	579.85
"ENSMUSG00000027639"	4845.22	5105.5	5652.16	11938.26	14019.31	10991.6	18621.71	17458.16	19793.33
"ENSMUSG00000027646"	12.95	59.85	28.36	99.6	202.76	97.42	1366.06	339.24	386.57
"ENSMUSG00000027650"	1154.42	904.03	1285.4	660.32	477.93	152.56	881.51	634.55	820.34
"ENSMUSG00000027651"	1477.25	1703.13	1628.54	837.55	524.28	760.52	485.48	722.41	755.32
"ENSMUSG00000027654"	144.3	80.06	124.53	300.36	221.1	472.02	237.62	211.52	161.22
"ENSMUSG00000027669"	320.98	307.82	498.8	1359.06	1398.07	1555.02	8615.71	4017.17	4091.03
"ENSMUSG00000027670"	1449.5	1536.78	1474.96	100.38	183.45	148.02	0.93	15.46	23.16
"ENSMUSG00000027676"	0	0	0	11.76	7.72	4.53	0.93	9.76	0.89
"ENSMUSG00000027678"	5520.48	4659.32	5172.73	3515.68	2353.93	1298.99	3568.91	5024.31	5946.37
"ENSMUSG00000027722"	1015.66	865.17	1298.54	507.39	541.66	294.54	97.84	341.68	383
"ENSMUSG00000027762"	0	0.78	6.92	93.32	21.24	82.32	1.86	11.39	32.07
"ENSMUSG00000027776"	0	0	0.69	19.61	19.31	24.17	25.16	30.91	16.92
"ENSMUSG00000027782"	14009.33	10602	11800.36	5407.23	6345.38	4950.53	6831.25	5653.16	6609.06
"ENSMUSG00000027784"	42.55	19.43	5.53	84.7	104.28	72.5	63.36	161.89	185.27
"ENSMUSG00000027800"	30.53	134.48	48.43	5.49	10.62	16.62	9.32	8.95	16.03
"ENSMUSG00000027805"	5.55	24.1	13.84	120.77	182.48	109.51	196.62	315.65	167.45
"ENSMUSG00000027811"	183.15	279.84	191.63	308.2	436.41	561.89	212.46	751.69	642.2
"ENSMUSG00000027822"	297.85	359.13	336.22	684.63	592.83	578.51	1666.11	1134.86	1015.41
"ENSMUSG00000027834"	78.63	63.74	88.55	290.95	226.9	392.72	150.02	132.6	244.05
"ENSMUSG00000027858"	1447.65	1032.29	1437.6	405.44	194.07	133.68	130.46	261.95	40.97
"ENSMUSG00000027863"	49.03	50.53	71.95	902.64	954.9	2227.93	2325.85	1233.3	982.45
"ENSMUSG00000027865"	1408.8	1523.57	1642.38	1014.79	849.66	876.82	909.47	1098.25	1439.39
"ENSMUSG00000027878"	3404.97	3131.08	3662.49	1762.15	2110.62	935.73	785.53	1766.15	1937.29
"ENSMUSG00000027883"	32.38	41.98	83.02	348.2	100.41	63.44	116.48	189.55	92.63
"ENSMUSG00000027884"	1194.19	1145.01	911.13	744.23	636.28	663.85	525.55	580.04	592.32
"ENSMUSG00000027889"	1772.33	2051.37	1793.89	1079.09	691.31	462.2	468.71	1198.32	1342.3
"ENSMUSG00000027936"	4207.89	4203.02	4498.21	2380.91	2183.04	1476.47	3853.12	4767.23	4360.91
"ENSMUSG00000027953"	414.41	659.18	579.74	1388.86	1812.28	2088.96	1656.8	1226.79	956.62
"ENSMUSG00000027955"	245.13	204.44	202.7	18.04	26.07	40.78	14.91	21.97	73.04
"ENSMUSG00000027956"	138.75	101.83	120.38	26.66	22.21	12.84	0	38.24	34.74
"ENSMUSG00000027962"	44.4	43.53	104.46	1490.81	1657.79	904.76	1246.79	1250.38	1547.16
"ENSMUSG00000027985"	12.95	9.33	15.91	142.73	294.48	228.08	704.46	580.04	472.97
"ENSMUSG00000027994"	61.05	49.75	124.53	484.65	727.03	756.74	138.84	88.67	113.12
"ENSMUSG00000027999"	111.93	131.37	115.53	375.64	192.14	531.68	339.19	229.41	126.48
"ENSMUSG00000028005"	5.55	16.32	2.08	0	0	0	0	3.25	1.78
"ENSMUSG00000028011"	1.85	0	0	6.27	15.45	169.17	0	4.07	0
"ENSMUSG00000028028"	849.16	758.67	982.38	309.77	364.97	210.71	161.21	345.75	293.04
"ENSMUSG00000028031"	9.25	20.99	34.59	174.1	99.45	104.22	25.16	254.63	66.8
"ENSMUSG00000028051"	12.95	11.66	14.53	199.19	382.34	161.62	803.24	1016.9	1361.89
"ENSMUSG00000028063"	1189.57	855.84	826.03	2255.43	2313.38	2613.85	1513.29	2066.34	1775.18
"ENSMUSG00000028064"	372.78	416.65	479.43	3132.2	4719.45	2290.61	5605.9	4496.33	3986.81
"ENSMUSG00000028068"	1310.74	1178.43	1184.39	352.9	231.72	78.54	8.39	96.81	113.12
"ENSMUSG00000028071"	49.03	83.95	65.72	637.58	569.66	673.66	2157.19	909.52	975.33
